par,timeframe,padrao,direcao,sessao,contexto,ocorrencias,taxa_acerto,ic_inf,ic_sup,breakeven,p_binaria,taxa_treino,taxa_teste,r_treino,r_teste,p_treino,p_teste,p_bin_treino,p_bin_teste,periodos_ok,expectativa_r,r_ic_inf,r_ic_sup,p_tradicional,aprovado_binaria,aprovado_tradicional,margem_breakeven,estavel_binaria,estavel_tradicional,borda_binaria,borda_tradicional
AUDUSD,H1,pin_bar,alta,asia,a_favor,223,0.5022421524663677,0.4371384106395663,0.56726995459137,0.53475935828877,0.8509600434291749,0.5267175572519084,0.4673913043478261,0.12213740458015267,-0.21739130434782608,0.16958810748095948,0.9405481290053748,0.6078951929631278,0.9190752888474741,True,-0.017937219730941704,-0.2062780269058296,0.17040358744394618,0.5751995086286297,False,False,-0.03251720582240225,False,False,False,False
AUDUSD,M15,inside_bar,alta,asia,contra,4651,0.5317136099763492,0.5173526582277403,0.5460222177180323,0.53475935828877,0.6669136139186931,0.5426657263751763,0.5146005509641873,-0.046984572230014024,0.02735229759299781,0.9637130761843148,0.20580377036625064,0.20463890273410562,0.9594544347138095,True,-0.017948717948717947,-0.05642628205128202,0.023733974358974272,0.8084124999905787,False,False,-0.0030457483124207707,False,False,False,False
USDJPY,M15,pinca,alta,londres_ny,contra,438,0.5342465753424658,0.48743600995122055,0.5804616474575525,0.53475935828877,0.5281044362594729,0.5404411764705882,0.5240963855421686,-0.054945054945054944,0.041916167664670656,0.7419621725390377,0.35292068029170093,0.4500002892819318,0.6385781469100152,True,-0.01818181818181818,-0.14772727272727273,0.11136363636363636,0.6065981047629831,False,False,-0.0005127829463041911,False,False,False,False
GBPUSD,M15,inside_bar,alta,londres_ny,contra,3286,0.5060864272671941,0.48899496994466163,0.5231636706769867,0.53475935828877,0.9995327486087346,0.5023299161230196,0.5131578947368421,-0.028812435527424497,0.0017482517482517483,0.8293943725191183,0.4833424414969883,0.9987787350695724,0.9320478990830207,True,-0.018201987502121424,-0.06796694920758124,0.029460600850377595,0.7710078432760976,False,False,-0.028672931021575865,False,False,False,False
USDJPY,H1,doji,alta,asia,a_favor,587,0.5298126064735945,0.4893735568595712,0.5698639923636319,0.53475935828877,0.6112210094081433,0.515625,0.5468164794007491,-0.071875,0.0449438202247191,0.822359078352219,0.30424326843810046,0.7711885608317819,0.3698394259315473,True,-0.018739352640545145,-0.1362862010221465,0.09880749574105621,0.6263328347285115,False,False,-0.004946751815175454,False,False,False,False
USDCAD,M15,inside_bar,baixa,londres_ny,contra,2859,0.49912556838055266,0.48081124155203697,0.5174422418937213,0.53475935828877,0.999937018731454,0.4945496270797476,0.5062724014336918,-0.03718535469107551,0.009821428571428571,0.866373889047765,0.40838694125674146,0.9996447326041762,0.9735914892477789,True,-0.01882845188284519,-0.0700836820083682,0.030334728033472803,0.7630735322127336,False,False,-0.035633789908217306,False,False,False,False
EURUSD,M5,rsi_extremo,baixa,londres,contra,1725,0.5159420289855072,0.4923495975076087,0.5394636145827107,0.53475935828877,0.9441135112429442,0.5096685082872928,0.5204795204795205,-0.03278688524590164,-0.008875739644970414,0.7362718017040648,0.5793186562906147,0.917754788111802,0.8257603259371942,True,-0.018900343642611683,-0.08419243986254296,0.04639175257731959,0.7125610586144093,False,False,-0.018817329303262742,False,False,False,False
GBPUSD,M5,tres_velas,baixa,ny,contra,314,0.5159235668789809,0.4607902934282464,0.5706719331708372,0.53475935828877,0.7661608795498421,0.5053191489361702,0.5317460317460317,-0.03684210526315789,0.007932543211621483,0.640978610159155,0.47489897398724884,0.8112970272550559,0.5631808714460189,True,-0.018903996883672152,-0.1703235552432936,0.13884815765221406,0.5944285695515459,False,False,-0.018835791409789082,False,False,False,False
EURUSD,H1,inside_bar,baixa,asia,a_favor,627,0.5023923444976076,0.46336085133852356,0.5413947016741275,0.53475935828877,0.9519093085098433,0.4842105263157895,0.5175438596491229,-0.027874564459930314,-0.011661807580174927,0.631345291594214,0.5607359321319763,0.9615044972721546,0.7558631257518628,True,-0.01904761904761905,-0.12857142857142856,0.09047619047619047,0.6328058977674702,False,False,-0.03236701379116236,False,False,False,False
USDJPY,M5,piercing_nuvem,alta,londres,contra,360,0.55,0.4983506949705234,0.6005934993406072,0.53475935828877,0.29946600366501447,0.5324074074074074,0.5763888888888888,-0.022935779816513763,-0.0136986301369863,0.594845649653743,0.5465074842103115,0.5552781944016338,0.17941343133412635,True,-0.019230769230769232,-0.16758241758241757,0.12912087912087913,0.6026329821609291,False,False,0.015240641711230074,False,False,False,False
GBPUSD,M15,rsi_extremo,baixa,londres_ny,contra,818,0.4682151589242054,0.43424845121587796,0.5024790046189523,0.53475935828877,0.9999397026173064,0.4647058823529412,0.474025974025974,-0.04678362573099415,0.025806451612903226,0.7755625248709848,0.37505744751965386,0.9993396344159077,0.985783040430871,True,-0.019441069258809233,-0.11786148238153099,0.07533414337788578,0.6539325614972991,False,False,-0.06654419936456457,False,False,False,False
USDJPY,H1,harami,baixa,londres_ny,contra,257,0.4980544747081712,0.43740578511361694,0.5587604685006622,0.53475935828877,0.8928203570472131,0.49324324324324326,0.5045871559633027,-0.006756756756756757,-0.03669724770642202,0.5230965938916384,0.6070330899977321,0.8631815216683861,0.7667988433151665,True,-0.019455252918287938,-0.19455252918287938,0.14396887159533073,0.5874476232164647,False,False,-0.03670488358059876,False,False,False,False
AUDUSD,M15,rompimento,baixa,ny,contra,506,0.4644268774703557,0.4214029819375918,0.5079868325289073,0.53475935828877,0.9993403129880138,0.45565749235474007,0.48044692737430167,-0.05740181268882175,0.05,0.7727412568884531,0.3203542770870668,0.998244972563562,0.9370385108759026,True,-0.019569471624266144,-0.14285714285714285,0.09784735812133072,0.6232018279286964,False,False,-0.07033248081841426,False,False,False,False
GBPUSD,M15,engolfo,baixa,londres,contra,1672,0.486244019138756,0.46234583316665684,0.5102052695895842,0.53475935828877,0.9999678181964791,0.4793713163064833,0.4969418960244648,-0.03623898139079334,0.006097560975609756,0.7955536628365163,0.4561499817486692,0.9998210403352226,0.9759355055573666,True,-0.01967799642218247,-0.08586762075134168,0.046511627906976744,0.7164775291845906,False,False,-0.04851533915001399,False,False,False,False
EURUSD,M5,divergencia_rsi,baixa,asia,a_favor,250,0.472,0.4110100538102362,0.5338374109615085,0.53475935828877,0.9798335381799033,0.4945054945054945,0.4591194968553459,0.17391304347826086,-0.12962962962962962,0.13007117902428972,0.8856152961078555,0.8093014509949827,0.9766673330163838,True,-0.01968503937007874,-0.18503937007874016,0.15748031496062992,0.5879562503568074,False,False,-0.06275935828877,False,False,False,False
GBPUSD,M5,cruzamento_emas,baixa,londres,a_favor,1409,0.5131298793470547,0.48703132421135803,0.539157035260259,0.53475935828877,0.9508892012361728,0.5091954022988506,0.5194805194805194,-0.046857142857142854,0.023985239852398525,0.8392066562985577,0.3475347291645393,0.938804397957613,0.7747909805778945,True,-0.019760056457304165,-0.08750882145377559,0.05651023288637939,0.701364996646316,False,False,-0.021629478941715297,False,False,False,False
USDJPY,M15,inside_bar,alta,asia,contra,4949,0.5180844615073752,0.5041546777395914,0.5319861924029835,0.53475935828877,0.990978522485807,0.5169566499557653,0.5205391527599487,-0.05656506447831184,0.06005364362158373,0.9911194510503777,0.04883952170688422,0.9818901267994408,0.8750381368579445,True,-0.01987866494347125,-0.05866267571402771,0.01728192056873038,0.8405480028380901,False,False,-0.016674896781394777,False,False,False,False
GBPUSD,M15,cruzamento_emas,baixa,londres_ny,contra,747,0.49531459170013387,0.4595762994861592,0.5311008269327863,0.53475935828877,0.9859450920568017,0.47845804988662133,0.5196078431372549,0.02027027027027027,-0.07766990291262135,0.3820853077633778,0.8372237801703859,0.9921321393761555,0.722217295969965,True,-0.0199203187250996,-0.11553784860557768,0.08366533864541832,0.6510281937868162,False,False,-0.039444766588636104,False,False,False,False
USDCAD,M15,marubozu,baixa,londres_ny,contra,447,0.5100671140939598,0.4638369493517397,0.5561257222790862,0.53475935828877,0.8629954390405046,0.4618834080717489,0.5580357142857143,-0.15246636771300448,0.11013215859030837,0.953004241729231,0.12711357270435175,0.9876496798332931,0.2642261856937163,True,-0.02,-0.14,0.10016666666666577,0.6183017914244646,False,False,-0.024692244194810198,False,False,False,False
EURUSD,M5,cruzamento_emas,alta,londres_ny,contra,1530,0.5111111111111111,0.486067110871462,0.5360994564777745,0.53475935828877,0.969869852656183,0.5112994350282486,0.5109489051094891,-0.007857081988578136,-0.030417867748497557,0.5590501845242488,0.7337708584261893,0.9012456645877084,0.9196836165990968,True,-0.020008575941033117,-0.08925453981407024,0.05155449211773866,0.7117822139258012,False,False,-0.0236482471776589,False,False,False,False
EURUSD,M5,piercing_nuvem,baixa,asia,contra,391,0.5294117647058824,0.47989203840139927,0.5783591899997317,0.53475935828877,0.6040074775864224,0.56875,0.5021645021645021,0.08588957055214724,-0.09361702127659574,0.22469671325528304,0.850196171728294,0.21714749383780116,0.8552044184331764,True,-0.020100502512562814,-0.14824120603015076,0.10804020100502512,0.6119730826787153,False,False,-0.005347593582887611,False,False,False,False
USDJPY,M15,inside_bar,alta,londres_ny,a_favor,3437,0.5257491998836195,0.509036085068434,0.5424048203374968,0.53475935828877,0.8590499038417113,0.5240153698366955,0.5284132841328413,-0.03341288782816229,-8.416623122331303e-05,0.8622147705705432,0.5008763947402601,0.8425073645937904,0.6900600398380423,True,-0.02027608981294314,-0.06835986691463684,0.02545463621621485,0.8016104521639136,False,False,-0.009010158405150515,False,False,False,False
GBPUSD,M5,tres_velas,baixa,londres,a_favor,1174,0.47614991482112434,0.44770559029985835,0.5047498105687189,0.53475935828877,0.9999743190272973,0.45179856115107914,0.511482254697286,-0.03017241379310345,-0.006211180124223602,0.7145095626438673,0.5384477577582766,0.9999949799598463,0.8570235481439634,True,-0.020356234096692113,-0.09923664122137404,0.058524173027989825,0.6902242648151811,False,False,-0.05860944346764563,False,False,False,False
USDCHF,M15,doji,alta,londres,a_favor,1654,0.5096735187424426,0.48558723281064203,0.5337149747857124,0.53475935828877,0.9807043803991247,0.5139289145052833,0.5024469820554649,-0.011428571428571429,-0.035541195476575124,0.6035048505619023,0.7357278913426089,0.9158908014084298,0.9498280213153653,True,-0.02037147992810066,-0.08687837028160575,0.046180347513480886,0.7228305009611614,False,False,-0.02508583954632737,False,False,False,False
USDCAD,M5,doji,alta,londres_ny,contra,3078,0.51137102014295,0.49370863279081945,0.5290050599592243,0.53475935828877,0.9955709866262181,0.5081521739130435,0.5161550888529887,-0.0186029377953725,-0.023404328955113986,0.7152271556820351,0.7219129229027605,0.9895463655519281,0.9099427624882612,True,-0.02053960734996329,-0.06916972305257593,0.029986144042911434,0.7919635626270941,False,False,-0.023388338145819976,False,False,False,False
GBPUSD,M15,pinca,alta,pos_ny,a_favor,241,0.5643153526970954,0.501189341878221,0.6254232022117991,0.53475935828877,0.19632125883299095,0.5740740740740741,0.5443037974683544,0.012269938650306749,-0.08860759493670886,0.4562346055431871,0.7138968345656573,0.17771192972841926,0.47822299780294025,True,-0.02066115702479339,-0.2066115702479339,0.1652892561983471,0.5900832912732101,False,False,0.02955599440832546,False,False,False,False
EURUSD,M5,pinca,baixa,londres_ny,a_favor,1296,0.4853395061728395,0.45821301727279595,0.5125526482303829,0.53475935828877,0.9998345230993573,0.5038880248833593,0.4670750382848392,0.013099656224755209,-0.054129606735863915,0.4066206986531241,0.8402520712721082,0.9460654487400392,0.9997687737189564,True,-0.020720569331886523,-0.09692002945217297,0.053290882226975166,0.7032949918293603,False,False,-0.049419852115930474,False,False,False,False
EURUSD,M5,cruzamento_emas,baixa,londres_ny,a_favor,798,0.5100250626566416,0.47537617029614926,0.5445778989578052,0.53475935828877,0.9244412764042792,0.5177111716621253,0.5034802784222738,-0.03355971262870246,-0.010084030670699413,0.6770066574191649,0.5593777453403168,0.7604124628854542,0.911407550545493,True,-0.02082911893008389,-0.11455056093193453,0.07693152172715081,0.6629388594741066,False,False,-0.024734295632128367,False,False,False,False
USDCAD,M15,pin_bar,baixa,londres_ny,contra,717,0.499302649930265,0.4628059516658113,0.5358067807349637,0.53475935828877,0.9737559966855244,0.5425790754257908,0.4411764705882353,0.08958837772397095,-0.16938110749185667,0.1041207097217907,0.985981667886747,0.3946315073935871,0.9995736185674808,True,-0.020833333333333332,-0.125,0.09166666666666666,0.654304246143872,False,False,-0.03545670835850495,False,False,False,False
EURUSD,H1,rompimento,alta,londres_ny,contra,239,0.47280334728033474,0.4104387974485161,0.5360283335630847,0.53475935828877,0.9763020678541225,0.47474747474747475,0.4714285714285714,-0.12121212121212122,0.05,0.8091893986839678,0.34049805976992914,0.9026870708264757,0.943572704993904,True,-0.02092050209205021,-0.20920502092050208,0.16736401673640167,0.5906396091215846,False,False,-0.06195601100843523,False,False,False,False
USDCAD,M15,estrela,baixa,asia,contra,426,0.4694835680751174,0.42257597835979405,0.5169366036248911,0.53475935828877,0.9969819568505519,0.44841269841269843,0.5,-0.03571428571428571,0.0,0.6566656924040268,0.5,0.9975039558970653,0.840192109752957,True,-0.02097902097902098,-0.15384615384615385,0.11888111888111888,0.6210942641318566,False,False,-0.0652757902136526,False,False,False,False
USDJPY,H1,engolfo,alta,londres_ny,contra,331,0.5166163141993958,0.4629001159223225,0.5699512521213534,0.53475935828877,0.7634366580298533,0.4930232558139535,0.5603448275862069,-0.16279069767441862,0.2413793103448276,0.9609036746847627,0.041227892009586695,0.902261708677185,0.3236862525633687,True,-0.021148036253776436,-0.1661631419939577,0.12386706948640483,0.6075379429924872,False,False,-0.018143044089374172,False,False,False,False
EURUSD,H1,doji,baixa,londres,contra,232,0.5086206896551724,0.44467677202849415,0.5722837743487275,0.53475935828877,0.806293493733326,0.49019607843137253,0.5230769230769231,-0.14705882352941177,0.07633587786259542,0.8613106338123232,0.2731599535996032,0.8417241933422445,0.6392859172210552,True,-0.02145922746781116,-0.2017167381974249,0.15879828326180256,0.5917838845975596,False,False,-0.026138668633597595,False,False,False,False
GBPUSD,M15,inside_bar,baixa,londres_ny,a_favor,3286,0.49391357273280584,0.4768363293230134,0.5110050300553384,0.53475935828877,0.9999987347856901,0.4976700838769804,0.4868421052631579,-0.04360269510466887,0.020104895104895104,0.9259024845542925,0.31627151022749433,0.9997321708005695,0.9994602382600424,True,-0.021483883814914336,-0.07040971168437025,0.027687507665890964,0.8096775548122832,False,False,-0.04084578555596413,False,False,False,False
GBPUSD,M15,engolfo,alta,londres,a_favor,1794,0.48885172798216275,0.46576902274611415,0.5119820743799702,0.53475935828877,0.9999551229567682,0.509009009009009,0.45614035087719296,-0.023255813953488372,-0.01881331403762663,0.7097768786539157,0.6372003934723892,0.9598473007877576,0.9999836936230243,True,-0.02155887230514096,-0.0845771144278607,0.04643449419568822,0.7426936463875038,False,False,-0.04590763030660722,False,False,False,False
USDCAD,M15,pinca,baixa,asia,a_favor,922,0.5130151843817787,0.4807650866843416,0.5451572780697389,0.53475935828877,0.912478661078805,0.515426497277677,0.5094339622641509,-0.039783001808318265,0.005361930294906166,0.7477513946693796,0.4709108770062075,0.8296039028504966,0.8484845097324606,True,-0.02159827213822894,-0.11231101511879049,0.06911447084233262,0.6797208212860639,False,False,-0.021744173906991238,False,False,False,False
EURUSD,M15,inside_bar,baixa,ny,contra,1882,0.4904357066950053,0.4678927421964597,0.5130176361221331,0.53475935828877,0.9999462573138649,0.4818880351262349,0.4984552008238929,-0.09219088937093275,0.045081967213114756,0.9786839111482729,0.16247347716246763,0.9993769124391394,0.9892148584263923,True,-0.02160168598524763,-0.08482613277133826,0.04320337197049526,0.7482064272071272,False,False,-0.04432365159376467,False,False,False,False
EURUSD,M5,inside_bar,alta,londres,a_favor,7050,0.5026950354609929,0.49102550000170475,0.514361635535979,0.53475935828877,0.9999999673265161,0.49547374773687386,0.5091006423982869,-0.013452914798206279,-0.029411764705882353,0.7094990210508714,0.9009564147413311,0.9999972641317769,0.999205443389639,True,-0.021913190054782976,-0.05395069532237672,0.010556257901390531,0.9056673319853179,False,False,-0.03206432282777705,False,False,False,False
USDCHF,M15,marubozu,baixa,ny,a_favor,674,0.5089020771513353,0.47121717700489346,0.5464860777073184,0.53475935828877,0.9167894845343793,0.49455337690631807,0.5395348837209303,-0.14655172413793102,0.24423963133640553,0.9898776223578107,0.007987396416767396,0.961811563415028,0.4719323762687501,True,-0.022026431718061675,-0.12334801762114538,0.0881057268722467,0.6584649823156923,False,False,-0.025857281137434684,False,False,False,False
USDJPY,H1,inside_bar,alta,londres,a_favor,1177,0.5531011045029737,0.5245709031221899,0.5812858137692016,0.53475935828877,0.10883491269428323,0.5604229607250756,0.5436893203883495,-0.03474320241691843,-0.005813953488372093,0.7379490177813435,0.5372016784273671,0.09929915978893573,0.3589841860387933,True,-0.022071307300509338,-0.10611205432937182,0.059422750424448216,0.7048240477710059,False,False,0.018341746214203702,False,False,False,False
EURUSD,M15,marubozu,alta,londres,contra,361,0.48476454293628807,0.4336427859649632,0.5362071317621608,0.53475935828877,0.9747082263031603,0.5722543352601156,0.40425531914893614,0.057803468208092484,-0.09523809523809523,0.2987802517249044,0.8279362063348806,0.18084614336724567,0.9998737554920476,True,-0.022099447513812154,-0.16298342541436464,0.1270718232044199,0.617290577672233,False,False,-0.0499948153524819,False,False,False,False
EURUSD,H1,engolfo,alta,londres,contra,315,0.4603174603174603,0.4060844951901016,0.515506630090569,0.53475935828877,0.996549433325961,0.44,0.47878787878787876,-0.1456953642384106,0.09090909090909091,0.9052362270890222,0.2104987069084748,0.99193412367427,0.9355056427407766,True,-0.022151898734177215,-0.1742879746835439,0.13924050632911392,0.610012710215926,False,False,-0.07444189797130968,False,False,False,False
USDCAD,M5,pin_bar,alta,londres,contra,2406,0.5103906899418121,0.4904155201921,0.5303327326927468,0.53475935828877,0.9921316648910413,0.5246015246015246,0.48909657320872274,-0.016494845360824743,-0.03076923076923077,0.6723940258242522,0.7530782858177476,0.7882002729459183,0.9979450279750315,True,-0.022222222222222223,-0.08024691358024691,0.03336419753086403,0.781934838859551,False,False,-0.024368668346957834,False,False,False,False
USDCAD,M5,inside_bar,baixa,ny,a_favor,8793,0.5101785511202093,0.4997277521357213,0.5206204604401135,0.53475935828877,0.9999981507556963,0.5041940189642596,0.5200967059534602,-0.035679030413302046,-7.236627942814885e-05,0.9710255164177164,0.5011828603013577,0.9999972750625271,0.9561570154793269,True,-0.022251399137968773,-0.05116910289177133,0.00758154360461522,0.9323018103620574,False,False,-0.024580807168560703,False,False,False,False
USDJPY,M15,divergencia_rsi,baixa,londres,contra,489,0.5173824130879345,0.4731301336438459,0.561363717666226,0.53475935828877,0.7927573221231454,0.513986013986014,0.5221674876847291,-0.0896551724137931,0.07352941176470588,0.864972610499937,0.2335779677234343,0.7775897417577167,0.6668482238480818,True,-0.022267206477732792,-0.1437246963562753,0.09934210526315707,0.6373590842397436,False,False,-0.017376945200835436,False,False,False,False
USDCAD,H1,doji,baixa,londres_ny,contra,310,0.49032258064516127,0.43513371867021877,0.5457483482735627,0.53475935828877,0.9478191640582565,0.5085714285714286,0.4666666666666667,0.02857142857142857,-0.08888888888888889,0.3957898525351727,0.7714703950887172,0.7796143166175251,0.9526104728504176,True,-0.02258064516129032,-0.1774193548387097,0.14193548387096774,0.6110515793569231,False,False,-0.044436777643608705,False,False,False,False
USDJPY,M15,divergencia_rsi,alta,londres,contra,440,0.5340909090909091,0.4873869679258933,0.5802047349305979,0.53475935828877,0.5306832590303827,0.5384615384615384,0.525974025974026,-0.052083333333333336,0.032467532467532464,0.7362640021921896,0.38925004348370146,0.47414313929093405,0.618259489315444,True,-0.02262443438914027,-0.14479638009049775,0.10633484162895927,0.6322063291213449,False,False,-0.0006684491978609097,False,False,False,False
GBPUSD,M15,pinca,baixa,londres_ny,contra,617,0.49756888168557534,0.45825404272526865,0.5369138057529909,0.53475935828877,0.9706660293247729,0.48148148148148145,0.5283018867924528,-0.07407407407407407,0.07547169811320754,0.8583524777442523,0.2234508941487907,0.9859798276345165,0.6020839380862737,True,-0.022690437601296597,-0.13452188006482982,0.08427876823338736,0.6555533709341892,False,False,-0.03719047660319463,False,False,False,False
EURUSD,M5,pinca,baixa,asia,a_favor,1891,0.48915917503966155,0.4666735233083495,0.511688782514578,0.53475935828877,0.9999674098719589,0.47542997542997545,0.49953574744661094,-0.0625,0.0072992700729927005,0.9022773150766604,0.4323301092333306,0.9996912346531096,0.9905042831660906,True,-0.022821576763485476,-0.08506224066390042,0.040975103734439834,0.7618974963699139,False,False,-0.04560018324910842,False,False,False,False
USDJPY,M15,engolfo,alta,londres,a_favor,1548,0.5155038759689923,0.4906006353126248,0.5403303594273128,0.53475935828877,0.9386636516693204,0.4930032292787944,0.5492730210016155,-0.05732484076433121,0.028846153846153848,0.8964977101073315,0.3066624888956186,0.9950809954731273,0.2472702694645446,True,-0.022988505747126436,-0.09008620689655164,0.04980842911877394,0.7410966294827099,False,False,-0.019255482319777695,False,False,False,False
EURUSD,M5,engolfo,baixa,londres,a_favor,3583,0.4814401339659503,0.465108311063036,0.497811711601214,0.53475935828877,0.9999999999252315,0.47341628959276016,0.48925619834710743,-0.046681664791901015,0.0,0.9204637295732656,0.5,0.9999998931682351,0.9999528577721231,True,-0.02302357836338419,-0.06712898751733704,0.022766990291262022,0.8372018181041334,False,False,-0.05331922432281966,False,False,False,False
EURUSD,M5,doji,baixa,londres_ny,contra,2366,0.4978867286559594,0.477759653566328,0.5180206548746525,0.53475935828877,0.9998481795346653,0.4975845410628019,0.49812171299774605,-0.04764839409675564,-0.004085380105033755,0.8649551928454622,0.5423748388323117,0.9923736228815749,0.9965776267777936,True,-0.023078125117324218,-0.08059485942005712,0.031528838718323855,0.789400765693256,False,False,-0.03687262963281057,False,False,False,False
USDCAD,M15,estrela,baixa,londres,contra,476,0.5063025210084033,0.46151834836415384,0.5509857816765187,0.53475935828877,0.9014940877376255,0.504950495049505,0.5086705202312138,-0.0891089108910891,0.09248554913294797,0.8687426636859431,0.20097394846111855,0.8638224135868232,0.7777902612208439,True,-0.023109243697478993,-0.14915966386554622,0.1092436974789916,0.6398465234274389,False,False,-0.02845683728036663,False,False,False,False
USDCAD,H1,inside_bar,baixa,ny,a_favor,991,0.5045408678102926,0.4734546170256847,0.5355920505817034,0.53475935828877,0.9736542761926454,0.4757433489827856,0.5568181818181818,0.0,-0.06515580736543909,0.5,0.810213021037379,0.9987621089030776,0.21895370310762052,True,-0.023115577889447236,-0.11364321608040188,0.06733668341708543,0.6978531284879577,False,False,-0.030218490478477356,False,False,False,False
USDCAD,M15,tres_velas,alta,asia,a_favor,298,0.44966442953020136,0.3941815050431798,0.5064285698046853,0.53475935828877,0.9986460316866302,0.40372670807453415,0.5036496350364964,-0.09259259259259259,0.05755395683453238,0.8024263322794718,0.3189340049318328,0.9996771680294297,0.7927985447531477,True,-0.023255813953488372,-0.17275747508305647,0.12624584717607973,0.6126665808053726,False,False,-0.08509492875856861,False,False,False,False
USDCAD,M15,cruzamento_emas,alta,londres,a_favor,557,0.5008976660682226,0.4595108640296251,0.5422721710585846,0.53475935828877,0.9498525776560662,0.5015197568389058,0.5,-0.10638297872340426,0.09565217391304348,0.9194144394125293,0.15868092692510266,0.8967849719872345,0.8682938057418452,True,-0.023255813953488372,-0.13609123434704806,0.09481216457960644,0.6519456605662629,False,False,-0.03386169222054736,False,False,False,False
AUDUSD,M15,pinca,baixa,londres_ny,a_favor,468,0.46794871794871795,0.4231867868638076,0.5132325348401793,0.53475935828877,0.9983579750147564,0.4742268041237113,0.4576271186440678,-0.03754266211604096,0.0,0.6763939190283014,0.5,0.9832625313803172,0.9834163991902217,True,-0.023255813953488372,-0.14376321353065538,0.10993657505285412,0.6402743743179422,False,False,-0.06681064034005202,False,False,False,False
EURUSD,M15,inside_bar,baixa,londres_ny,contra,2183,0.4956481905634448,0.47470057645574076,0.5166110936594552,0.53475935828877,0.9998836555923404,0.49906890130353815,0.49233543733092877,-0.027192277940866733,-0.019748653500897665,0.7370850433292723,0.68014735609916,0.9911808387115848,0.9978755584687321,True,-0.023402425278103687,-0.08213582455199629,0.03856427773178565,0.7818896790128926,False,False,-0.03911116772532519,False,False,False,False
AUDUSD,M15,cruzamento_emas,baixa,londres_ny,a_favor,382,0.4712041884816754,0.4216828454997783,0.5212989168353478,0.53475935828877,0.9944289759150846,0.43636363636363634,0.5185185185185185,-0.09049773755656108,0.06748466257668712,0.8343054184602564,0.27532875038460075,0.9986056725098332,0.6894798663683082,True,-0.0234375,-0.1640625,0.1171875,0.627811819283947,False,False,-0.06355516980709458,False,False,False,False
EURUSD,M15,engolfo,alta,pos_ny,contra,297,0.5488215488215489,0.4919645698448747,0.6044317184648573,0.53475935828877,0.3348742986716124,0.5182926829268293,0.5864661654135338,-0.16363636363636364,0.15037593984962405,0.939395980057733,0.11918865645988806,0.6922443367766509,0.13366798903862512,True,-0.02348993288590604,-0.174496644295302,0.13758389261744966,0.6132207761421041,False,False,0.014062190532778907,False,False,False,False
USDJPY,H1,engolfo,alta,londres,contra,297,0.5286195286195287,0.471845427910368,0.5846627410987854,0.53475935828877,0.6069906432363401,0.5343137254901961,0.5161290322580645,0.024390243902439025,-0.12903225806451613,0.4033989217991052,0.8171022822770744,0.5336821448605813,0.6792902587337566,True,-0.02348993288590604,-0.18456375838926176,0.13758389261744966,0.6132207761421041,False,False,-0.006139829669241315,False,False,False,False
USDJPY,M15,doji,baixa,ny,a_favor,1258,0.4912559618441971,0.4636990746617907,0.518866088460555,0.53475935828877,0.9990890380361535,0.48777648428405124,0.49874686716791977,-0.06314580941446613,0.06234413965087282,0.9096514507276608,0.1926650359749008,0.9973756099262265,0.9320627107156196,True,-0.02358490566037736,-0.10377358490566038,0.05430424528301855,0.7250854508912732,False,False,-0.04350339644457285,False,False,False,False
EURUSD,H1,doji,alta,londres_ny,contra,210,0.49523809523809526,0.428311604646329,0.562335672027569,0.53475935828877,0.8881695492483305,0.43,0.5545454545454546,-0.17647058823529413,0.11818181818181818,0.9058696774899898,0.19843165121440065,0.9860478584056183,0.3751489502034294,True,-0.02358490566037736,-0.20754716981132076,0.16037735849056603,0.5961591143953042,False,False,-0.039521263050674715,False,False,False,False
EURUSD,M15,pinca,alta,londres_ny,a_favor,378,0.5052910052910053,0.455089906954149,0.5553856448949192,0.53475935828877,0.8848899222321955,0.44919786096256686,0.5602094240837696,0.058823529411764705,-0.10391736794324948,0.2882191180453554,0.8522324192607164,0.9921549911692975,0.26387418599056545,True,-0.023620408034574936,-0.16886543535620052,0.11094423576489737,0.6281340825766097,False,False,-0.029468352997764624,False,False,False,False
EURUSD,M5,tres_velas,baixa,londres,a_favor,757,0.4425363276089828,0.4075326586456433,0.4781202602491153,0.53475935828877,0.999999844347668,0.4715909090909091,0.41728395061728396,0.05042016806722689,-0.08888888888888889,0.25331114461505644,0.901982974239271,0.9923716805313182,0.9999991489517444,True,-0.023622047244094488,-0.11811023622047244,0.07874015748031496,0.6784637687532649,False,False,-0.09222303067978715,False,False,False,False
USDCHF,M15,inside_bar,alta,londres_ny,contra,2777,0.5282679150162045,0.5096749421109431,0.5467827892358058,0.53475935828877,0.7596120726865678,0.5249856404365307,0.5337837837837838,-0.03424657534246575,-0.005763688760806916,0.8466360555952489,0.5523461102347758,0.8000432829918828,0.5377654386034644,True,-0.023630504833512353,-0.07626208378088077,0.02902792696025764,0.8127711248020317,False,False,-0.006491443272565456,False,False,False,False
GBPUSD,M5,tres_velas,alta,londres,contra,672,0.49255952380952384,0.4549099297319421,0.5302937006913093,0.53475935828877,0.987106605776478,0.46616541353383456,0.5311355311355311,-0.12781954887218044,0.1263537906137184,0.9690188783627885,0.07479904268228044,0.9973906861868606,0.5722161787237281,True,-0.023668639053254437,-0.1257396449704142,0.08727810650887574,0.6690478994805125,False,False,-0.042199834479246134,False,False,False,False
