par,timeframe,padrao,direcao,sessao,contexto,ocorrencias,taxa_acerto,ic_inf,ic_sup,breakeven,p_binaria,expectativa_r,r_ic_inf,r_ic_sup,p_tradicional,aprovado_binaria,aprovado_tradicional,margem_breakeven,borda_binaria,borda_tradicional
EURUSD,M5,pinca,baixa,ny,contra,1350,0.4918518518518519,0.4652446338006816,0.5185053098454794,0.53475935828877,0.9992737168564678,0.012232085084876209,-0.06102228803741875,0.088207568040016,0.3748814576900676,False,False,-0.0429075064369181,False,False
EURUSD,M5,doji,baixa,ny,a_favor,2986,0.5053583389149364,0.48743017093580526,0.523272737710268,0.53475935828877,0.9993942625054285,0.006844142705362119,-0.04199737404319193,0.05822061959432256,0.3950041672457677,False,False,-0.029401019373833548,False,False
EURUSD,M5,tres_velas,baixa,asia,contra,730,0.5095890410958904,0.4733697610704354,0.5457079291196206,0.53475935828877,0.9192222110237185,0.006765899864682003,-0.09066305818673884,0.10835588633288172,0.4483994370375576,False,False,-0.025170317192879543,False,False
EURUSD,M5,marubozu,baixa,londres,contra,1703,0.49735760422783326,0.4736435093272035,0.5210835932086005,0.53475935828877,0.9990807603955737,0.0058309037900874635,-0.060641399416909623,0.07584548104956244,0.432338061524165,False,False,-0.03740175406093671,False,False
EURUSD,M5,pin_bar,baixa,londres,contra,1758,0.5199089874857793,0.496536860220295,0.5431942970013403,0.53475935828877,0.8983012838741009,0.0039303761931499155,-0.058394160583941604,0.06962380685008422,0.4533812427357395,False,False,-0.014850370802990676,False,False
EURUSD,M5,tres_velas,alta,londres,contra,441,0.4852607709750567,0.4389441912767256,0.5318319139126066,0.53475935828877,0.9833825153252236,0.002257336343115124,-0.12641083521444696,0.13769751693002258,0.4866300174330453,False,False,-0.04949858731371326,False,False
EURUSD,M5,estrela,baixa,ny,contra,447,0.5100671140939598,0.4638369493517397,0.5561257222790862,0.53475935828877,0.8629954390405046,0.001649373600060722,-0.12691466083150985,0.1395049534687697,0.49006302715191763,False,False,-0.024692244194810198,False,False
EURUSD,M5,harami,baixa,asia,contra,3061,0.519438092126756,0.501725429746304,0.537102027268647,0.53475935828877,0.9569959787470115,0.00032,-0.0496,0.05024,0.4949554840986436,False,False,-0.015321266162014013,False,False
EURUSD,M5,piercing_nuvem,alta,asia,a_favor,344,0.48255813953488375,0.43023786947329534,0.5352636551561026,0.53475935828877,0.976860297707198,0.0,-0.14655172413793102,0.15517241379310345,0.5,False,False,-0.052201218753886225,False,False
EURUSD,M5,piercing_nuvem,baixa,asia,a_favor,290,0.4827586206896552,0.42584844869769856,0.5401195939327251,0.53475935828877,0.9665443577106071,0.0,-0.16494845360824742,0.16494845360824742,0.5,False,False,-0.05200073759911478,False,False
EURUSD,M5,tres_velas,baixa,londres_ny,a_favor,565,0.4654867256637168,0.42472843243816927,0.5067111639638692,0.53475935828877,0.9995787347602157,-0.0005288589427443051,-0.11578947368421053,0.11473175579872191,0.5035588277565657,False,False,-0.06927263262505318,False,False
EURUSD,M5,pin_bar,baixa,londres,a_favor,1669,0.49011384062312763,0.46618100152500364,0.5140920842321702,0.53475935828877,0.9998817309296621,-0.0011890606420927466,-0.07079369797859683,0.06837098692033294,0.5137518624993926,False,False,-0.04464551766564234,False,False
EURUSD,M5,inside_bar,alta,pos_ny,contra,2896,0.5390193370165746,0.5208247665319714,0.5571105286244435,0.53475935828877,0.32974272055861586,-0.003372681281618887,-0.05699831365935919,0.047217537942664416,0.5516915154888682,False,False,0.004259978727804592,False,False
EURUSD,M5,inside_bar,baixa,ny,a_favor,6045,0.5100082712985938,0.49740410601711305,0.5225997246046254,0.53475935828877,0.9999450389565729,-0.004888150209278469,-0.04004387855029592,0.029890815542509296,0.6070090422959566,False,False,-0.02475108699017614,False,False
EURUSD,M5,pinca,alta,londres_ny,contra,1308,0.5129969418960245,0.4859111371523227,0.5400066288790734,0.53475935828877,0.9457328976964114,-0.00642504638699382,-0.08393775970885377,0.06676492619986647,0.5657838359287602,False,False,-0.021762416392745454,False,False
EURUSD,M5,tres_velas,baixa,asia,a_favor,1064,0.48214285714285715,0.452236971580312,0.5121772214760557,0.53475935828877,0.9997366559740368,-0.0074142724745134385,-0.08804448563484708,0.07599629286376275,0.5684438364900553,False,False,-0.05261650114591282,False,False
EURUSD,M5,pinca,baixa,londres,contra,1566,0.524904214559387,0.500140134495923,0.5495464115955503,0.53475935828877,0.7902826425510598,-0.007590132827324478,-0.07210626185958255,0.06261859582542695,0.5846130397537945,False,False,-0.009855143729383009,False,False
EURUSD,M5,engolfo,baixa,londres,contra,3328,0.5021033653846154,0.4851235046514352,0.5190783759521381,0.53475935828877,0.9999247294213335,-0.00864123957091776,-0.054231227651966626,0.03873659117997616,0.6385799975356714,False,False,-0.03265599290415455,False,False
EURUSD,M5,pin_bar,alta,londres,contra,2005,0.5167082294264339,0.49482367884616935,0.5385288785225603,0.53475935828877,0.9497156617470993,-0.009391992090954029,-0.0731586752347998,0.05589471082550647,0.6176443750944547,False,False,-0.018051128862336063,False,False
EURUSD,M5,doji,baixa,asia,a_favor,4073,0.4954578934446354,0.4801146507450989,0.5108096958664313,0.53475935828877,0.9999997647405173,-0.009870004814636495,-0.05320173326913818,0.03346172363986519,0.6739529292056562,False,False,-0.03930146484413455,False,False
EURUSD,M5,inside_bar,baixa,londres,contra,7050,0.4973049645390071,0.4856383644640209,0.5089744999982951,0.53475935828877,0.9999999998595949,-0.01053518752633797,-0.042562157606405394,0.022334597555836493,0.7357017729590821,False,False,-0.03745439374976289,False,False
EURUSD,M5,engolfo,alta,londres_ny,a_favor,2554,0.48355520751761943,0.46421360661912303,0.5029462031844413,0.53475935828877,0.9999999004964322,-0.010940551766900062,-0.0649594711581912,0.0461460725174586,0.6532347969020373,False,False,-0.051204150771150536,False,False
EURUSD,M5,divergencia_rsi,alta,asia,contra,1235,0.4898785425101215,0.46207298679678277,0.5177468684219807,0.53475935828877,0.9992800974502859,-0.011146496815286623,-0.09002786624203811,0.07006369426751592,0.6102417358668342,False,False,-0.0448808157786485,False,False
EURUSD,M5,inside_bar,baixa,londres_ny,a_favor,6019,0.49393586974580495,0.481313165626118,0.506566309452362,0.53475935828877,0.9999999998953224,-0.01244948392152835,-0.04678888510941981,0.025107904813336187,0.7544647014677612,False,False,-0.040823488542965025,False,False
